,MEGA_NM,MEGA_CD,CTY_NM,CTY_CD,HO_CNT,PY_SUM,PR_SUM,PY_10U,PY_10,PY_20,PY_30,PY_40,PY_50O,PR_05U,PR_05,PR_1,PR_2,PR_3,PR_4,PR_5,PR_6,PR_7_O,latitude,longitude
46557,울산광역시,31,남구,31140,28,718.0,4630000000.0,0,0,28,0,0,0,0,0,28,0,0,0,0,0,0,35.53362314939629,129.31225667082214
46558,울산광역시,31,남구,31140,344,7711.0,47584000000.0,0,149,195,0,0,0,0,6,338,0,0,0,0,0,0,35.527169394373885,129.3253836918661
46559,울산광역시,31,남구,31140,156,4807.0,35320000000.0,0,44,40,38,34,0,0,0,84,24,48,0,0,0,0,35.517340387171906,129.31750379940033
46560,울산광역시,31,남구,31140,129,4109.0,37605000000.0,0,0,71,32,26,0,0,0,0,75,54,0,0,0,0,35.53476289360805,129.29021922780348
46561,울산광역시,31,동구,31170,90,1761.0,4403000000.0,0,55,35,0,0,0,64,26,0,0,0,0,0,0,0,35.53957994491397,129.4226397783608
46562,울산광역시,31,동구,31170,240,6124.0,31866000000.0,0,0,240,0,0,0,0,90,150,0,0,0,0,0,0,35.523305970047446,129.42676238901873
46563,울산광역시,31,동구,31170,180,2984.0,10656000000.0,0,180,0,0,0,0,18,162,0,0,0,0,0,0,0,35.52414170896669,129.43229040222874
46564,울산광역시,31,동구,31170,250,5941.0,34981000000.0,0,28,222,0,0,0,0,9,241,0,0,0,0,0,0,35.51251755103338,129.42436611347367
46565,울산광역시,31,북구,31200,219,4811.0,28490000000.0,0,108,111,0,0,0,0,0,219,0,0,0,0,0,0,35.54816639367085,129.38198184558772
46566,울산광역시,31,중구,31110,40,1350.0,3504000000.0,0,0,0,40,0,0,0,40,0,0,0,0,0,0,0,35.55784815477128,129.32258038663403
46567,울산광역시,31,중구,31110,261,8413.0,70844000000.0,0,0,98,139,23,1,0,0,4,153,103,0,1,0,0,35.55800494732267,129.30824242337465
46568,울산광역시,31,중구,31110,73,2313.0,18698000000.0,0,0,37,36,0,0,0,0,9,34,30,0,0,0,0,35.55807673825597,129.3016248646516
46934,울산광역시,31,남구,31140,32,513.0,1344000000.0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,35.53440364272347,129.3232973621939
46935,울산광역시,31,남구,31140,20,511.0,3300000000.0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,0,35.52566730904027,129.29779202573516
46936,울산광역시,31,북구,31200,56,879.0,3269000000.0,0,56,0,0,0,0,0,56,0,0,0,0,0,0,0,35.590700354525666,129.36726430382922
46937,울산광역시,31,울주군,31710,158,5004.0,26728000000.0,0,0,78,80,0,0,0,0,120,38,0,0,0,0,0,35.55995992182484,129.114118115326
47150,울산광역시,31,북구,31200,162,4160.0,22422000000.0,0,0,162,0,0,0,0,0,162,0,0,0,0,0,0,35.628034929876776,129.33367481351934
47190,울산광역시,31,남구,31140,260,8103.0,76338000000.0,0,0,132,128,0,0,0,0,61,71,83,45,0,0,0,35.53535331557774,129.31890176451105
47228,울산광역시,31,북구,31200,98,3163.0,22668000000.0,0,0,40,58,0,0,0,0,40,58,0,0,0,0,0,35.64230679118464,129.34716376669013
47229,울산광역시,31,북구,31200,77,3114.0,22293000000.0,0,0,0,37,40,0,0,0,0,43,34,0,0,0,0,35.64141794000754,129.3460445524308
47241,울산광역시,31,중구,31110,84,3498.0,21720000000.0,0,0,0,28,56,0,0,0,0,84,0,0,0,0,0,35.56023315631463,129.35130146365566
47345,울산광역시,31,울주군,31710,90,1975.0,7078000000.0,0,44,46,0,0,0,0,90,0,0,0,0,0,0,0,35.56067879259927,129.22554880076228
47394,울산광역시,31,남구,31140,152,3903.0,25274000000.0,0,0,152,0,0,0,0,0,152,0,0,0,0,0,0,35.52654476481985,129.30001156765206
47395,울산광역시,31,동구,31170,144,2603.0,10884000000.0,0,144,0,0,0,0,0,144,0,0,0,0,0,0,0,35.49817617498345,129.41749863708657
47440,울산광역시,31,북구,31200,96,3191.0,12104000000.0,0,0,48,0,48,0,0,8,88,0,0,0,0,0,0,35.62617110436778,129.33916404752358
47462,울산광역시,31,북구,31200,42,779.0,1421000000.0,0,37,5,0,0,0,42,0,0,0,0,0,0,0,0,35.53364519952112,129.39055439187177
47487,울산광역시,31,북구,31200,286,7033.0,31874000000.0,0,0,286,0,0,0,0,35,251,0,0,0,0,0,0,35.54847991580828,129.3544127255236
47645,울산광역시,31,울주군,31710,71,1551.0,2806000000.0,0,26,45,0,0,0,71,0,0,0,0,0,0,0,0,35.551238538622364,129.1779739586182
47646,울산광역시,31,중구,31110,198,2785.0,7589000000.0,0,198,0,0,0,0,198,0,0,0,0,0,0,0,0,35.566591274667985,129.34699552683574
47647,울산광역시,31,남구,31140,170,4606.0,19604000000.0,0,0,140,30,0,0,0,30,140,0,0,0,0,0,0,35.53745484018786,129.2913652780886
47791,울산광역시,31,남구,31140,35,894.0,5980000000.0,0,0,33,2,0,0,0,0,32,3,0,0,0,0,0,35.54178243966705,129.30797829499966
47795,울산광역시,31,중구,31110,45,1965.0,8929000000.0,0,0,0,0,45,0,0,0,30,15,0,0,0,0,0,35.55621443828604,129.3071101652045
47962,울산광역시,31,울주군,31710,148,3315.0,21990000000.0,0,60,88,0,0,0,0,2,146,0,0,0,0,0,0,35.55399352977584,129.2618482273183
48398,울산광역시,31,남구,31140,200,5140.0,25232000000.0,0,0,200,0,0,0,0,0,200,0,0,0,0,0,0,35.528971889173825,129.32541340250282
48399,울산광역시,31,남구,31140,50,890.0,2690000000.0,0,50,0,0,0,0,0,50,0,0,0,0,0,0,0,35.525487818516744,129.31432924958986
48400,울산광역시,31,남구,31140,21,540.0,2653000000.0,0,0,20,1,0,0,0,0,21,0,0,0,0,0,0,35.538177431812855,129.30791962846223
48401,울산광역시,31,남구,31140,162,4020.0,14952000000.0,0,0,134,28,0,0,0,134,28,0,0,0,0,0,0,35.53827300285057,129.29909838242247
48402,울산광역시,31,남구,31140,209,4495.0,17863000000.0,0,109,100,0,0,0,0,165,44,0,0,0,0,0,0,35.52977565939205,129.33424849162256
48403,울산광역시,31,남구,31140,248,4704.0,31304000000.0,0,200,48,0,0,0,0,0,248,0,0,0,0,0,0,35.52179828342233,129.32198731022152
48404,울산광역시,31,북구,31200,532,8013.0,24108000000.0,0,532,0,0,0,0,532,0,0,0,0,0,0,0,0,35.6386398991969,129.35262318803143
48405,울산광역시,31,북구,31200,174,4098.0,15116000000.0,0,150,0,0,0,24,0,150,24,0,0,0,0,0,0,35.626158800765445,129.3402678932516
48406,울산광역시,31,북구,31200,54,1186.0,4202000000.0,0,18,36,0,0,0,0,54,0,0,0,0,0,0,0,35.62878844072095,129.34693640726542
48407,울산광역시,31,북구,31200,120,2613.0,14226000000.0,0,60,60,0,0,0,0,60,60,0,0,0,0,0,0,35.58172570042124,129.36380107884153
48408,울산광역시,31,북구,31200,120,2158.0,10860000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.58173820618418,129.36269785393108
48409,울산광역시,31,중구,31110,50,1094.0,2134000000.0,0,0,50,0,0,0,44,6,0,0,0,0,0,0,0,35.56666520788514,129.34037736613112
48410,울산광역시,31,중구,31110,327,7888.0,27231000000.0,0,0,327,0,0,0,0,327,0,0,0,0,0,0,0,35.571547651624876,129.30625647100996
48411,울산광역시,31,중구,31110,83,2033.0,7567000000.0,0,0,83,0,0,0,0,83,0,0,0,0,0,0,0,35.569733170191434,129.30733022876777
48412,울산광역시,31,중구,31110,125,2135.0,6007000000.0,0,90,35,0,0,0,60,65,0,0,0,0,0,0,0,35.5570916980285,129.30933065587482
48803,울산광역시,31,남구,31140,230,4300.0,14740000000.0,0,200,30,0,0,0,0,230,0,0,0,0,0,0,0,35.51647529334669,129.31418198086925
48804,울산광역시,31,남구,31140,45,944.0,3020000000.0,0,0,45,0,0,0,0,45,0,0,0,0,0,0,0,35.5373717473781,129.29908381603747
48805,울산광역시,31,동구,31170,198,4329.0,19024000000.0,0,92,106,0,0,0,0,108,90,0,0,0,0,0,0,35.50357049093007,129.4186959850001
48806,울산광역시,31,동구,31170,324,5861.0,24204000000.0,0,324,0,0,0,0,0,324,0,0,0,0,0,0,0,35.497274957910804,129.41748276978652
48908,울산광역시,31,북구,31200,172,5304.0,31570000000.0,0,0,0,172,0,0,0,0,164,8,0,0,0,0,0,35.63172535170618,129.32600734867077
48909,울산광역시,31,중구,31110,40,812.0,2344000000.0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,35.55962636764834,129.32481594811836
48982,울산광역시,31,중구,31110,68,1742.0,9332000000.0,0,0,68,0,0,0,0,0,68,0,0,0,0,0,0,35.54911185903689,129.2970676155497
48995,울산광역시,31,울주군,31710,48,600.0,640000000.0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,35.54251346596873,129.14806698968724
49022,울산광역시,31,남구,31140,74,2053.0,11637000000.0,0,0,59,15,0,0,0,0,62,12,0,0,0,0,0,35.532478203720586,129.25048264246607
49035,울산광역시,31,동구,31170,36,965.0,2493000000.0,0,5,27,0,4,0,5,27,4,0,0,0,0,0,0,35.51425462894609,129.42990937723783
49067,울산광역시,31,북구,31200,120,3083.0,19284000000.0,0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,35.629910704142766,129.3270814153049
49129,울산광역시,31,남구,31140,80,1975.0,6108000000.0,0,0,80,0,0,0,0,80,0,0,0,0,0,0,0,35.53828490387892,129.2979957237518
49200,울산광역시,31,중구,31110,30,713.0,1632000000.0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,35.54870175035979,129.3345626975999
49289,울산광역시,31,중구,31110,119,2675.0,17598000000.0,0,48,71,0,0,0,0,48,11,60,0,0,0,0,0,35.56219584982686,129.33699324932994
49330,울산광역시,31,울주군,31710,111,2302.0,5434000000.0,0,39,72,0,0,0,48,63,0,0,0,0,0,0,0,35.56441525384336,129.11969611460123
49360,울산광역시,31,중구,31110,90,2308.0,19992000000.0,0,0,90,0,0,0,0,0,0,90,0,0,0,0,0,35.561159149826786,129.34911072950302
49385,울산광역시,31,중구,31110,118,3029.0,11448000000.0,0,0,118,0,0,0,0,60,58,0,0,0,0,0,0,35.54909996336895,129.2981704228436
49628,울산광역시,31,북구,31200,96,998.0,1472000000.0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,0,35.535447643538745,129.39058556739735
49790,울산광역시,31,북구,31200,118,1920.0,5562000000.0,0,118,0,0,0,0,90,28,0,0,0,0,0,0,0,35.62867669634088,129.35687128656497
49791,울산광역시,31,북구,31200,59,1416.0,8401000000.0,0,0,59,0,0,0,0,0,59,0,0,0,0,0,0,35.59165167876478,129.3628662237795
49792,울산광역시,31,울주군,31710,320,9589.0,78201000000.0,0,0,176,144,0,0,0,0,17,277,26,0,0,0,0,35.55312692665932,129.25852543452984
49793,울산광역시,31,울주군,31710,129,5713.0,38837000000.0,0,0,0,25,104,0,0,0,0,57,72,0,0,0,0,35.54599728864883,129.25069301080762
49794,울산광역시,31,울주군,31710,176,4622.0,25396000000.0,0,0,154,22,0,0,0,0,176,0,0,0,0,0,0,35.559970136896744,129.11301508433206
50230,울산광역시,31,남구,31140,60,1542.0,7692000000.0,0,0,60,0,0,0,0,0,60,0,0,0,0,0,0,35.537886848797356,129.3343831154603
50231,울산광역시,31,남구,31140,120,1994.0,10692000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.540578341268905,129.33553067605268
50232,울산광역시,31,남구,31140,96,2040.0,5973000000.0,0,0,96,0,0,0,0,96,0,0,0,0,0,0,0,35.512858238317335,129.31522539563684
50233,울산광역시,31,남구,31140,80,2581.0,8488000000.0,0,16,34,0,30,0,0,34,46,0,0,0,0,0,0,35.54271961194216,129.30468481592558
50234,울산광역시,31,남구,31140,24,611.0,2000000000.0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,35.536494282171425,129.29686398162187
50235,울산광역시,31,남구,31140,168,3951.0,27878000000.0,0,20,148,0,0,0,0,0,168,0,0,0,0,0,0,35.52185870999889,129.31647518780923
50236,울산광역시,31,남구,31140,291,7133.0,40527000000.0,0,80,167,44,0,0,0,89,158,44,0,0,0,0,0,35.51917905236606,129.31422615462105
50237,울산광역시,31,중구,31110,72,2585.0,20848000000.0,0,0,0,72,0,0,0,0,0,44,28,0,0,0,0,35.56118387003427,129.34690482941025
50238,울산광역시,31,중구,31110,113,3605.0,24997000000.0,0,40,0,48,24,1,40,0,0,13,59,0,1,0,0,35.55711568805874,129.30712483155008
50239,울산광역시,31,중구,31110,108,3240.0,22218000000.0,0,0,0,108,0,0,0,0,24,84,0,0,0,0,0,35.553510688128824,129.30706617007405
50240,울산광역시,31,중구,31110,28,637.0,1177000000.0,0,0,28,0,0,0,28,0,0,0,0,0,0,0,0,35.54966403429101,129.32906367043444
50241,울산광역시,31,중구,31110,24,447.0,852000000.0,0,20,4,0,0,0,24,0,0,0,0,0,0,0,0,35.549688380935464,129.32685806713286
50604,울산광역시,31,남구,31140,290,6344.0,26686000000.0,0,146,144,0,0,0,0,152,138,0,0,0,0,0,0,35.55044617958869,129.25627738992108
50605,울산광역시,31,남구,31140,193,6018.0,32422000000.0,0,0,104,89,0,0,0,0,157,36,0,0,0,0,0,35.53966485490295,129.33661836190353
50606,울산광역시,31,남구,31140,44,1128.0,7276000000.0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,0,35.53273391755181,129.3111393828532
50607,울산광역시,31,남구,31140,135,3462.0,13977000000.0,0,0,135,0,0,0,0,18,117,0,0,0,0,0,0,35.529800089082464,129.33204343739197
50608,울산광역시,31,동구,31170,140,2707.0,13452000000.0,0,100,40,0,0,0,0,100,40,0,0,0,0,0,0,35.51070207904407,129.4254364328514
50609,울산광역시,31,북구,31200,294,4429.0,13319000000.0,0,294,0,0,0,0,294,0,0,0,0,0,0,0,0,35.63952868887506,129.35374243338873
50610,울산광역시,31,울주군,31710,510,10994.0,36448000000.0,0,224,286,0,0,0,37,473,0,0,0,0,0,0,0,35.559811187451096,129.22222609047012
50611,울산광역시,31,중구,31110,229,5870.0,29250000000.0,0,0,229,0,0,0,0,97,132,0,0,0,0,0,0,35.55442391702095,129.30597795834296
50718,울산광역시,31,울주군,31710,20,329.0,564000000.0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,35.56444602520452,129.11638684310446
50719,울산광역시,31,울주군,31710,288,4578.0,11208000000.0,0,288,0,0,0,0,288,0,0,0,0,0,0,0,0,35.40686482753925,129.28046548437
50799,울산광역시,31,남구,31140,120,1994.0,10692000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.54056609638076,129.3366333494136
50800,울산광역시,31,울주군,31710,180,3938.0,12090000000.0,0,90,90,0,0,0,12,168,0,0,0,0,0,0,0,35.49023211980426,129.2388041509373
50844,울산광역시,31,남구,31140,25,507.0,1231000000.0,0,1,24,0,0,0,7,18,0,0,0,0,0,0,0,35.53988371363004,129.31677036205437
50920,울산광역시,31,중구,31110,56,2509.0,15596000000.0,0,0,0,0,56,0,0,0,0,56,0,0,0,0,0,35.56024554122383,129.35019852763037
51027,울산광역시,31,남구,31140,80,2047.0,15450000000.0,0,0,80,0,0,0,0,0,64,16,0,0,0,0,0,35.535991281809125,129.25935990131268
51028,울산광역시,31,남구,31140,139,5695.0,44276000000.0,0,0,0,65,65,9,0,0,0,62,68,7,0,2,0,35.54536344539838,129.31024247424648
51029,울산광역시,31,남구,31140,150,2704.0,15870000000.0,0,150,0,0,0,0,0,20,130,0,0,0,0,0,0,35.53387345288775,129.28910216042135
51030,울산광역시,31,울주군,31710,118,1782.0,3586000000.0,0,118,0,0,0,0,118,0,0,0,0,0,0,0,0,35.486885144218476,129.21340302325314
51031,울산광역시,31,중구,31110,12,308.0,1224000000.0,0,0,12,0,0,0,0,2,10,0,0,0,0,0,0,35.572472842383696,129.30406488815078
51032,울산광역시,31,중구,31110,24,381.0,1176000000.0,0,24,0,0,0,0,16,8,0,0,0,0,0,0,0,35.557067667658444,129.31153647759072
51113,울산광역시,31,동구,31170,72,1847.0,11310000000.0,0,0,72,0,0,0,0,0,72,0,0,0,0,0,0,35.48292018309173,129.41171974591757
51114,울산광역시,31,동구,31170,143,1459.0,3363000000.0,0,143,0,0,0,0,143,0,0,0,0,0,0,0,0,35.48106598930167,129.4160954562202
51181,울산광역시,31,북구,31200,72,1129.0,3240000000.0,0,72,0,0,0,0,72,0,0,0,0,0,0,0,0,35.6304915948218,129.35579791775598
51217,울산광역시,31,북구,31200,78,2355.0,10326000000.0,0,0,0,78,0,0,0,0,78,0,0,0,0,0,0,35.586281795106565,129.359464511363
51237,울산광역시,31,중구,31110,172,3107.0,18564000000.0,0,172,0,0,0,0,0,24,148,0,0,0,0,0,0,35.555313188373475,129.30709549950998
51253,울산광역시,31,울주군,31710,78,1106.0,4860000000.0,0,78,0,0,0,0,0,78,0,0,0,0,0,0,0,35.56956727438968,129.2378206671228
51258,울산광역시,31,동구,31170,30,758.0,1674000000.0,0,0,30,0,0,0,0,30,0,0,0,0,0,0,0,35.52331903352769,129.42565999381708
51384,울산광역시,31,남구,31140,78,2755.0,20466000000.0,0,0,0,78,0,0,0,0,0,78,0,0,0,0,0,35.5182416389827,129.3175185609303
51385,울산광역시,31,중구,31110,24,536.0,984000000.0,0,0,24,0,0,0,24,0,0,0,0,0,0,0,0,35.554145855708924,129.33134394350736
51386,울산광역시,31,동구,31170,180,4065.0,15824000000.0,0,0,180,0,0,0,0,128,52,0,0,0,0,0,0,35.4954595436721,129.41855305590016
51435,울산광역시,31,남구,31140,72,2270.0,21798000000.0,0,0,36,36,0,0,0,0,0,36,36,0,0,0,0,35.53113419131252,129.2923664993893
51436,울산광역시,31,남구,31140,159,4087.0,31059000000.0,0,0,159,0,0,0,0,0,95,64,0,0,0,0,0,35.54225791407801,129.34658757859685
51437,울산광역시,31,울주군,31710,192,4467.0,20326000000.0,0,60,132,0,0,0,0,60,132,0,0,0,0,0,0,35.43539789802863,129.30955575499382
51512,울산광역시,31,중구,31110,42,908.0,2750000000.0,0,22,20,0,0,0,0,42,0,0,0,0,0,0,0,35.579233228699295,129.3450008514938
51711,울산광역시,31,북구,31200,188,3755.0,16820000000.0,0,92,96,0,0,0,0,140,48,0,0,0,0,0,0,35.589886698335675,129.35952559255347
51712,울산광역시,31,울주군,31710,142,3650.0,22939000000.0,0,0,142,0,0,0,0,0,142,0,0,0,0,0,0,35.5667837369854,129.24550049630133
51713,울산광역시,31,울주군,31710,84,1489.0,4764000000.0,0,84,0,0,0,0,0,84,0,0,0,0,0,0,0,35.567742002230816,129.23999904968497
51714,울산광역시,31,울주군,31710,168,3034.0,18222000000.0,0,168,0,0,0,0,0,18,150,0,0,0,0,0,0,35.55397036980698,129.26405400544272
51715,울산광역시,31,울주군,31710,23,591.0,4356000000.0,0,0,23,0,0,0,0,0,23,0,0,0,0,0,0,35.54602019977248,129.24848743971555
51716,울산광역시,31,울주군,31710,40,654.0,1120000000.0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,35.53659694915048,129.10607412710883
52174,울산광역시,31,남구,31140,85,1550.0,3434000000.0,0,85,0,0,0,0,85,0,0,0,0,0,0,0,0,35.536206136889064,129.3233270340809
52175,울산광역시,31,남구,31140,112,2869.0,8794000000.0,0,0,112,0,0,0,0,112,0,0,0,0,0,0,0,35.54942923095237,129.2672915762499
52176,울산광역시,31,남구,31140,276,5006.0,24828000000.0,0,276,0,0,0,0,0,276,0,0,0,0,0,0,0,35.550388463775576,129.26179159947526
52177,울산광역시,31,남구,31140,50,698.0,2400000000.0,0,50,0,0,0,0,40,10,0,0,0,0,0,0,0,35.53738364801301,129.2979811696946
52178,울산광역시,31,남구,31140,90,1470.0,11085000000.0,0,90,0,0,0,0,0,3,87,0,0,0,0,0,0,35.52098155767976,129.31425560705742
52179,울산광역시,31,남구,31140,44,1723.0,12136000000.0,0,0,0,44,0,0,0,0,0,44,0,0,0,0,0,35.51827779949945,129.31421142938342
52180,울산광역시,31,남구,31140,240,3648.0,16880000000.0,0,240,0,0,0,0,0,240,0,0,0,0,0,0,0,35.53470364825585,129.29573229073677
52181,울산광역시,31,동구,31170,135,2449.0,8037000000.0,0,135,0,0,0,0,0,135,0,0,0,0,0,0,0,35.53596206924936,129.42367855626566
52182,울산광역시,31,동구,31170,134,3443.0,17934000000.0,0,0,134,0,0,0,0,0,134,0,0,0,0,0,0,35.527759653089795,129.43125214754548
52183,울산광역시,31,동구,31170,251,6229.0,39734000000.0,0,20,231,0,0,0,0,1,250,0,0,0,0,0,0,35.5143069259974,129.42550029323638
52184,울산광역시,31,북구,31200,150,2718.0,12120000000.0,0,150,0,0,0,0,0,150,0,0,0,0,0,0,0,35.583490570086326,129.36714145490592
52185,울산광역시,31,울주군,31710,74,1350.0,1742000000.0,0,66,8,0,0,0,74,0,0,0,0,0,0,0,0,35.426337269974326,129.31381400829497
52186,울산광역시,31,울주군,31710,120,2175.0,6160000000.0,0,120,0,0,0,0,16,104,0,0,0,0,0,0,0,35.49206866853156,129.23552572852336
52187,울산광역시,31,울주군,31710,180,3976.0,11660000000.0,0,60,120,0,0,0,8,172,0,0,0,0,0,0,0,35.49114474032028,129.23771597883425
52188,울산광역시,31,중구,31110,41,968.0,1897000000.0,0,5,34,2,0,0,34,7,0,0,0,0,0,0,0,35.55602139491861,129.32475648908837
52189,울산광역시,31,중구,31110,118,2675.0,8461000000.0,0,25,93,0,0,0,0,118,0,0,0,0,0,0,0,35.558737266723604,129.3236981550361
52190,울산광역시,31,중구,31110,240,6297.0,21181000000.0,0,0,210,30,0,0,0,210,30,0,0,0,0,0,0,35.5509024713273,129.2981995484081
52570,울산광역시,31,남구,31140,76,1299.0,4285000000.0,0,76,0,0,0,0,32,44,0,0,0,0,0,0,0,35.53554540608632,129.3012599266447
52571,울산광역시,31,남구,31140,63,2909.0,25338000000.0,0,0,0,23,0,40,0,0,0,2,23,36,0,2,0,35.533778623152024,129.29792295992652
52572,울산광역시,31,남구,31140,52,1046.0,2839000000.0,0,40,8,4,0,0,0,52,0,0,0,0,0,0,0,35.521676674891914,129.33301150565563
52573,울산광역시,31,남구,31140,99,2306.0,8176000000.0,0,0,99,0,0,0,0,87,12,0,0,0,0,0,0,35.5374430000201,129.2924679282998
52574,울산광역시,31,북구,31200,176,3403.0,16414000000.0,0,146,30,0,0,0,0,146,30,0,0,0,0,0,0,35.63084845818511,129.3237845967896
52575,울산광역시,31,북구,31200,63,1937.0,11917000000.0,0,0,0,63,0,0,0,0,63,0,0,0,0,0,0,35.64042990908013,129.3537576683823
52576,울산광역시,31,북구,31200,36,653.0,2908000000.0,0,36,0,0,0,0,0,36,0,0,0,0,0,0,0,35.5843917936326,129.36715680863549
52577,울산광역시,31,북구,31200,150,5263.0,23722000000.0,0,0,30,120,0,0,0,2,148,0,0,0,0,0,0,35.65129422553205,129.34952379890464
52673,울산광역시,31,남구,31140,675,17013.0,104706000000.0,0,139,481,24,30,1,0,79,462,84,50,0,0,0,0,35.535675971868024,129.2891310667965
52674,울산광역시,31,중구,31110,88,2131.0,10384000000.0,0,0,88,0,0,0,0,0,88,0,0,0,0,0,0,35.57683479611674,129.317376289188
52737,울산광역시,31,중구,31110,168,5197.0,37716000000.0,0,0,96,72,0,0,0,0,64,104,0,0,0,0,0,35.56488729742626,129.3381412695575
52756,울산광역시,31,남구,31140,191,1523.0,7053000000.0,191,0,0,0,0,0,191,0,0,0,0,0,0,0,0,35.529873136363875,129.32542825881043
52757,울산광역시,31,북구,31200,285,7003.0,31756000000.0,0,0,285,0,0,0,0,36,249,0,0,0,0,0,0,35.54939355960516,129.35332513106795
52758,울산광역시,31,북구,31200,136,3202.0,14666000000.0,0,0,136,0,0,0,0,34,102,0,0,0,0,0,0,35.54938114936237,129.3544279170278
52770,울산광역시,31,남구,31140,78,2004.0,16296000000.0,0,0,78,0,0,0,0,0,12,66,0,0,0,0,0,35.52178616789175,129.32308973273328
52785,울산광역시,31,남구,31140,24,572.0,1476000000.0,0,0,24,0,0,0,0,24,0,0,0,0,0,0,0,35.53097938787743,129.306699771759
52843,울산광역시,31,울주군,31710,95,3426.0,26827000000.0,0,0,0,95,0,0,0,0,0,71,24,0,0,0,0,35.55314998502147,129.2563196748046
52950,울산광역시,31,중구,31110,50,758.0,2330000000.0,0,50,0,0,0,0,50,0,0,0,0,0,0,0,0,35.5588821846321,129.310462975743
53024,울산광역시,31,남구,31140,84,1540.0,4901000000.0,0,73,11,0,0,0,12,72,0,0,0,0,0,0,0,35.525281656017555,129.33307125866048
53061,울산광역시,31,북구,31200,130,4513.0,21918000000.0,0,0,52,0,78,0,0,0,130,0,0,0,0,0,0,35.6271337003721,129.33365981085842
53067,울산광역시,31,북구,31200,120,2177.0,8488000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.62704771385845,129.341386826973
53119,울산광역시,31,중구,31110,55,1354.0,5640000000.0,0,0,55,0,0,0,0,8,47,0,0,0,0,0,0,35.5496396473188,129.33126927108867
53132,울산광역시,31,북구,31200,96,2233.0,4032000000.0,0,0,96,0,0,0,96,0,0,0,0,0,0,0,0,35.65860289203563,129.34081106126806
53215,울산광역시,31,북구,31200,246,4686.0,14282000000.0,0,186,60,0,0,0,0,246,0,0,0,0,0,0,0,35.62967728906014,129.34805545040882
53265,울산광역시,31,북구,31200,65,869.0,1292000000.0,40,19,6,0,0,0,65,0,0,0,0,0,0,0,0,35.528186830419514,129.39487079460554
53266,울산광역시,31,울주군,31710,200,5134.0,14098000000.0,0,0,200,0,0,0,0,200,0,0,0,0,0,0,0,35.55203130559276,129.1890161361573
53318,울산광역시,31,중구,31110,93,3228.0,27962000000.0,0,0,0,93,0,0,0,0,0,30,63,0,0,0,0,35.55623838718479,129.30490436295366
53337,울산광역시,31,남구,31140,21,407.0,1142000000.0,0,21,0,0,0,0,0,21,0,0,0,0,0,0,0,35.53823723929685,129.30240635455246
53524,울산광역시,31,북구,31200,154,2954.0,6597000000.0,0,97,57,0,0,0,154,0,0,0,0,0,0,0,0,35.65317089416506,129.34292890575716
53525,울산광역시,31,북구,31200,126,1976.0,5676000000.0,0,126,0,0,0,0,126,0,0,0,0,0,0,0,0,35.62957791699732,129.35688655059147
53526,울산광역시,31,울주군,31710,143,2560.0,8076000000.0,0,143,0,0,0,0,0,143,0,0,0,0,0,0,0,35.56778741689199,129.23558669555499
53527,울산광역시,31,울주군,31710,234,4867.0,10161000000.0,0,143,91,0,0,0,157,77,0,0,0,0,0,0,0,35.56543910979831,129.10647142265327
53997,울산광역시,31,남구,31140,120,2165.0,7450000000.0,0,120,0,0,0,0,0,120,0,0,0,0,0,0,0,35.546702180654506,129.269454503274
53998,울산광역시,31,남구,31140,89,908.0,2668000000.0,0,89,0,0,0,0,89,0,0,0,0,0,0,0,0,35.53785140940326,129.25387479201527
53999,울산광역시,31,남구,31140,36,797.0,2836000000.0,0,16,20,0,0,0,0,36,0,0,0,0,0,0,0,35.52731438648657,129.31215370717766
54000,울산광역시,31,남구,31140,187,3696.0,10560000000.0,0,89,98,0,0,0,25,162,0,0,0,0,0,0,0,35.54362086460372,129.3046994478462
54001,울산광역시,31,남구,31140,40,1047.0,2742000000.0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,35.53822529795612,129.30350901063318
54002,울산광역시,31,남구,31140,115,3680.0,28954000000.0,0,0,42,73,0,0,0,0,8,107,0,0,0,0,0,35.52815539966983,129.31768098101762
54003,울산광역시,31,남구,31140,36,907.0,3967000000.0,0,1,35,0,0,0,0,4,32,0,0,0,0,0,0,35.53006615596139,129.30778766683622
54004,울산광역시,31,남구,31140,152,3706.0,28855000000.0,0,76,37,39,0,0,0,0,83,69,0,0,0,0,0,35.518229565336135,129.3186209368027
